Status_of_existing_checking_account,Duration_in_month,Credit_history,Purpose,Credit_amount,Savings_account_bonds,Present_employment_since,Installment_rate_in_percentage_of_disposable_income,Personal_status_and_sex,Other_debtors_guarantors,Present_residence_since,Property,Age_in_years,Other_installment_plans,Housing,Number_of_existing_credits_at_this_bank,Job,Number_of_people_being_liable_to_provide_maintenance_for,Telephone,foreign_worker,Credit_risk,credit_per_month,age_group,age_under_25,age_25_to_40,age_over_40,checking_desc,chk_lt_0,chk_0_200,chk_ge_200,chk_none,history_desc,hist_no_credits,hist_all_paid,hist_existing_paid,hist_past_delay,hist_critical,purpose_desc,pur_car_new,pur_car_used,pur_furniture,pur_radio_tv,pur_domestic,pur_repairs,pur_education,pur_vacation,pur_retraining,pur_business,pur_others,savings_desc,sav_lt_100,sav_100_500,sav_500_1000,sav_ge_1000,sav_unknown,emp_desc,emp_unempl,emp_lt1,emp_1_4,emp_4_7,emp_ge7,status_sex_desc,sex_m_divsep,sex_f_divsep_mar,sex_m_single,sex_m_marwid,sex_f_single,debtors_desc,debt_none,debt_coapp,debt_guarantor,Present_residence_since:1,property_desc,prop_real,prop_sav_ins,prop_car_other,prop_unknown,inst_plans_desc,inst_bank,inst_stores,inst_none,housing_desc,house_rent,house_own,house_free,Number_of_existing_credits_at_this_bank:1,job_desc,job_unsk_nonres,job_unsk_res,job_skilled,job_manage,Number_of_people_being_liable_to_provide_maintenance_for:1,tel_desc,tel_none,tel_yes,foreign_desc,foreign_yes,foreign_no
A12,24,A33,A42,2333,A65,A72,4,A93,A101,2,A122,29,A141,A152,1,A172,1,A191,A201,1,97.20833333333333,25_to_40,0,1,0,0-200,0,1,0,0,past_delay,0,0,0,1,0,furniture,0,0,1,0,0,0,0,0,0,0,0,unknown,0,0,0,0,1,<1yr,0,1,0,0,0,m_single,0,0,1,0,0,none,1,0,0,2,savings_ins,0,1,0,0,bank,1,0,0,own,0,1,0,1,unskilled_res,0,1,0,0,1,none,1,0,yes,1,0
A12,27,A33,A41,5965,A61,A75,1,A93,A101,2,A123,30,A143,A152,2,A174,1,A192,A201,1,220.92592592592592,25_to_40,0,1,0,0-200,0,1,0,0,past_delay,0,0,0,1,0,car_used,0,1,0,0,0,0,0,0,0,0,0,<100,1,0,0,0,0,>=7yr,0,0,0,0,1,m_single,0,0,1,0,0,none,1,0,0,2,car_other,0,0,1,0,none,0,0,1,own,0,1,0,2,management,0,0,0,1,1,yes_registered,0,1,yes,1,0
A14,12,A32,A43,1262,A61,A73,3,A93,A101,2,A123,25,A143,A152,1,A173,1,A191,A201,1,105.16666666666667,25_to_40,0,1,0,no_account,0,0,0,1,existing_paid_duly,0,0,1,0,0,radio_tv,0,0,0,1,0,0,0,0,0,0,0,<100,1,0,0,0,0,1-4yr,0,0,1,0,0,m_single,0,0,1,0,0,none,1,0,0,2,car_other,0,0,1,0,none,0,0,1,own,0,1,0,1,skilled,0,0,1,0,1,none,1,0,yes,1,0
A14,18,A32,A41,3378,A65,A73,2,A93,A101,1,A122,31,A143,A152,1,A173,1,A192,A201,1,187.66666666666666,25_to_40,0,1,0,no_account,0,0,0,1,existing_paid_duly,0,0,1,0,0,car_used,0,1,0,0,0,0,0,0,0,0,0,unknown,0,0,0,0,1,1-4yr,0,0,1,0,0,m_single,0,0,1,0,0,none,1,0,0,1,savings_ins,0,1,0,0,none,0,0,1,own,0,1,0,1,skilled,0,0,1,0,1,yes_registered,0,1,yes,1,0
A12,36,A33,A40,2225,A61,A75,4,A93,A101,4,A124,57,A141,A153,2,A173,1,A192,A201,2,61.80555555555556,Over_40,0,0,1,0-200,0,1,0,0,past_delay,0,0,0,1,0,car_new,1,0,0,0,0,0,0,0,0,0,0,<100,1,0,0,0,0,>=7yr,0,0,0,0,1,m_single,0,0,1,0,0,none,1,0,0,4,unknown,0,0,0,1,bank,1,0,0,free,0,0,1,2,skilled,0,0,1,0,1,yes_registered,0,1,yes,1,0
A14,6,A31,A40,783,A65,A73,1,A93,A103,2,A121,26,A142,A152,1,A172,2,A191,A201,1,130.5,25_to_40,0,1,0,no_account,0,0,0,1,all_paid_duly,0,1,0,0,0,car_new,1,0,0,0,0,0,0,0,0,0,0,unknown,0,0,0,0,1,1-4yr,0,0,1,0,0,m_single,0,0,1,0,0,guarantor,0,0,1,2,real_estate,1,0,0,0,stores,0,1,0,own,0,1,0,1,unskilled_res,0,1,0,0,2,none,1,0,yes,1,0
A12,12,A32,A43,6468,A65,A71,2,A93,A101,1,A124,52,A143,A152,1,A174,1,A192,A201,2,539.0,Over_40,0,0,1,0-200,0,1,0,0,existing_paid_duly,0,0,1,0,0,radio_tv,0,0,0,1,0,0,0,0,0,0,0,unknown,0,0,0,0,1,unemployed,1,0,0,0,0,m_single,0,0,1,0,0,none,1,0,0,1,unknown,0,0,0,1,none,0,0,1,own,0,1,0,1,management,0,0,0,1,1,yes_registered,0,1,yes,1,0
A14,36,A34,A43,9566,A61,A73,2,A92,A101,2,A123,31,A142,A152,2,A173,1,A191,A201,1,265.72222222222223,25_to_40,0,1,0,no_account,0,0,0,1,critical_or_other,0,0,0,0,1,radio_tv,0,0,0,1,0,0,0,0,0,0,0,<100,1,0,0,0,0,1-4yr,0,0,1,0,0,f_div_sep_mar,0,1,0,0,0,none,1,0,0,2,car_other,0,0,1,0,stores,0,1,0,own,0,1,0,2,skilled,0,0,1,0,1,none,1,0,yes,1,0
A13,18,A32,A40,1961,A61,A75,3,A92,A101,2,A123,23,A143,A152,1,A174,1,A191,A201,1,108.94444444444444,Under_25,1,0,0,>=200_or_salary,0,0,1,0,existing_paid_duly,0,0,1,0,0,car_new,1,0,0,0,0,0,0,0,0,0,0,<100,1,0,0,0,0,>=7yr,0,0,0,0,1,f_div_sep_mar,0,1,0,0,0,none,1,0,0,2,car_other,0,0,1,0,none,0,0,1,own,0,1,0,1,management,0,0,0,1,1,none,1,0,yes,1,0
A11,36,A34,A42,6229,A61,A72,4,A92,A102,4,A124,23,A143,A151,2,A172,1,A192,A201,2,173.02777777777777,Under_25,1,0,0,<0,1,0,0,0,critical_or_other,0,0,0,0,1,furniture,0,0,1,0,0,0,0,0,0,0,0,<100,1,0,0,0,0,<1yr,0,1,0,0,0,f_div_sep_mar,0,1,0,0,0,coapplicant,0,1,0,4,unknown,0,0,0,1,none,0,0,1,rent,1,0,0,2,unskilled_res,0,1,0,0,1,yes_registered,0,1,yes,1,0
A12,9,A32,A49,1391,A61,A73,2,A94,A101,1,A121,27,A141,A152,1,A173,1,A192,A201,1,154.55555555555554,25_to_40,0,1,0,0-200,0,1,0,0,existing_paid_duly,0,0,1,0,0,business,0,0,0,0,0,0,0,0,0,1,0,<100,1,0,0,0,0,1-4yr,0,0,1,0,0,m_mar_wid,0,0,0,1,0,none,1,0,0,1,real_estate,1,0,0,0,bank,1,0,0,own,0,1,0,1,skilled,0,0,1,0,1,yes_registered,0,1,yes,1,0
A12,15,A34,A43,1537,A65,A75,4,A93,A103,4,A121,50,A143,A152,2,A173,1,A192,A201,1,102.46666666666667,Over_40,0,0,1,0-200,0,1,0,0,critical_or_other,0,0,0,0,1,radio_tv,0,0,0,1,0,0,0,0,0,0,0,unknown,0,0,0,0,1,>=7yr,0,0,0,0,1,m_single,0,0,1,0,0,guarantor,0,0,1,4,real_estate,1,0,0,0,none,0,0,1,own,0,1,0,2,skilled,0,0,1,0,1,yes_registered,0,1,yes,1,0
A12,36,A30,A49,1953,A61,A75,4,A93,A101,4,A124,61,A143,A153,1,A174,1,A192,A201,2,54.25,Over_40,0,0,1,0-200,0,1,0,0,no_credits,1,0,0,0,0,business,0,0,0,0,0,0,0,0,0,1,0,<100,1,0,0,0,0,>=7yr,0,0,0,0,1,m_single,0,0,1,0,0,none,1,0,0,4,unknown,0,0,0,1,none,0,0,1,free,0,0,1,1,management,0,0,0,1,1,yes_registered,0,1,yes,1,0
A12,48,A30,A49,14421,A61,A73,2,A93,A101,2,A123,25,A143,A152,1,A173,1,A192,A201,2,300.4375,25_to_40,0,1,0,0-200,0,1,0,0,no_credits,1,0,0,0,0,business,0,0,0,0,0,0,0,0,0,1,0,<100,1,0,0,0,0,1-4yr,0,0,1,0,0,m_single,0,0,1,0,0,none,1,0,0,2,car_other,0,0,1,0,none,0,0,1,own,0,1,0,1,skilled,0,0,1,0,1,yes_registered,0,1,yes,1,0
A14,24,A32,A43,3181,A61,A72,4,A92,A101,4,A122,26,A143,A152,1,A173,1,A192,A201,1,132.54166666666666,25_to_40,0,1,0,no_account,0,0,0,1,existing_paid_duly,0,0,1,0,0,radio_tv,0,0,0,1,0,0,0,0,0,0,0,<100,1,0,0,0,0,<1yr,0,1,0,0,0,f_div_sep_mar,0,1,0,0,0,none,1,0,0,4,savings_ins,0,1,0,0,none,0,0,1,own,0,1,0,1,skilled,0,0,1,0,1,yes_registered,0,1,yes,1,0
A14,27,A32,A45,5190,A65,A75,4,A93,A101,4,A122,48,A143,A152,4,A173,2,A192,A201,1,192.22222222222223,Over_40,0,0,1,no_account,0,0,0,1,existing_paid_duly,0,0,1,0,0,repairs,0,0,0,0,0,1,0,0,0,0,0,unknown,0,0,0,0,1,>=7yr,0,0,0,0,1,m_single,0,0,1,0,0,none,1,0,0,4,savings_ins,0,1,0,0,none,0,0,1,own,0,1,0,4,skilled,0,0,1,0,2,yes_registered,0,1,yes,1,0
A14,12,A32,A43,2171,A61,A72,2,A92,A101,2,A123,29,A141,A152,1,A173,1,A191,A201,1,180.91666666666666,25_to_40,0,1,0,no_account,0,0,0,1,existing_paid_duly,0,0,1,0,0,radio_tv,0,0,0,1,0,0,0,0,0,0,0,<100,1,0,0,0,0,<1yr,0,1,0,0,0,f_div_sep_mar,0,1,0,0,0,none,1,0,0,2,car_other,0,0,1,0,bank,1,0,0,own,0,1,0,1,skilled,0,0,1,0,1,none,1,0,yes,1,0
A12,12,A32,A40,1007,A64,A73,4,A94,A101,1,A121,22,A143,A152,1,A173,1,A191,A201,1,83.91666666666667,Under_25,1,0,0,0-200,0,1,0,0,existing_paid_duly,0,0,1,0,0,car_new,1,0,0,0,0,0,0,0,0,0,0,>=1000,0,0,0,1,0,1-4yr,0,0,1,0,0,m_mar_wid,0,0,0,1,0,none,1,0,0,1,real_estate,1,0,0,0,none,0,0,1,own,0,1,0,1,skilled,0,0,1,0,1,none,1,0,yes,1,0
A14,36,A32,A46,1819,A61,A73,4,A93,A101,4,A124,37,A142,A153,1,A173,1,A192,A201,2,50.52777777777778,25_to_40,0,1,0,no_account,0,0,0,1,existing_paid_duly,0,0,1,0,0,education,0,0,0,0,0,0,1,0,0,0,0,<100,1,0,0,0,0,1-4yr,0,0,1,0,0,m_single,0,0,1,0,0,none,1,0,0,4,unknown,0,0,0,1,stores,0,1,0,free,0,0,1,1,skilled,0,0,1,0,1,yes_registered,0,1,yes,1,0
A14,36,A32,A43,2394,A65,A73,4,A92,A101,4,A123,25,A143,A152,1,A173,1,A191,A201,1,66.5,25_to_40,0,1,0,no_account,0,0,0,1,existing_paid_duly,0,0,1,0,0,radio_tv,0,0,0,1,0,0,0,0,0,0,0,unknown,0,0,0,0,1,1-4yr,0,0,1,0,0,f_div_sep_mar,0,1,0,0,0,none,1,0,0,4,car_other,0,0,1,0,none,0,0,1,own,0,1,0,1,skilled,0,0,1,0,1,none,1,0,yes,1,0
A14,36,A32,A41,8133,A61,A73,1,A92,A101,2,A122,30,A141,A152,1,A173,1,A191,A201,1,225.91666666666666,25_to_40,0,1,0,no_account,0,0,0,1,existing_paid_duly,0,0,1,0,0,car_used,0,1,0,0,0,0,0,0,0,0,0,<100,1,0,0,0,0,1-4yr,0,0,1,0,0,f_div_sep_mar,0,1,0,0,0,none,1,0,0,2,savings_ins,0,1,0,0,bank,1,0,0,own,0,1,0,1,skilled,0,0,1,0,1,none,1,0,yes,1,0
A14,7,A34,A43,730,A65,A75,4,A93,A101,2,A122,46,A143,A151,2,A172,1,A192,A201,1,104.28571428571429,Over_40,0,0,1,no_account,0,0,0,1,critical_or_other,0,0,0,0,1,radio_tv,0,0,0,1,0,0,0,0,0,0,0,unknown,0,0,0,0,1,>=7yr,0,0,0,0,1,m_single,0,0,1,0,0,none,1,0,0,2,savings_ins,0,1,0,0,none,0,0,1,rent,1,0,0,2,unskilled_res,0,1,0,0,1,yes_registered,0,1,yes,1,0
A11,8,A34,A410,1164,A61,A75,3,A93,A101,4,A124,51,A141,A153,2,A174,2,A192,A201,1,145.5,Over_40,0,0,1,<0,1,0,0,0,critical_or_other,0,0,0,0,1,others,0,0,0,0,0,0,0,0,0,0,1,<100,1,0,0,0,0,>=7yr,0,0,0,0,1,m_single,0,0,1,0,0,none,1,0,0,4,unknown,0,0,0,1,bank,1,0,0,free,0,0,1,2,management,0,0,0,1,2,yes_registered,0,1,yes,1,0
A12,42,A34,A49,5954,A61,A74,2,A92,A101,1,A121,41,A141,A152,2,A172,1,A191,A201,1,141.76190476190476,Over_40,0,0,1,0-200,0,1,0,0,critical_or_other,0,0,0,0,1,business,0,0,0,0,0,0,0,0,0,1,0,<100,1,0,0,0,0,4-7yr,0,0,0,1,0,f_div_sep_mar,0,1,0,0,0,none,1,0,0,1,real_estate,1,0,0,0,bank,1,0,0,own,0,1,0,2,unskilled_res,0,1,0,0,1,none,1,0,yes,1,0
A11,36,A32,A46,1977,A65,A75,4,A93,A101,4,A124,40,A143,A152,1,A174,1,A192,A201,2,54.916666666666664,25_to_40,0,1,0,<0,1,0,0,0,existing_paid_duly,0,0,1,0,0,education,0,0,0,0,0,0,1,0,0,0,0,unknown,0,0,0,0,1,>=7yr,0,0,0,0,1,m_single,0,0,1,0,0,none,1,0,0,4,unknown,0,0,0,1,none,0,0,1,own,0,1,0,1,management,0,0,0,1,1,yes_registered,0,1,yes,1,0
A11,12,A34,A41,1526,A61,A75,4,A93,A101,4,A124,66,A143,A153,2,A174,1,A191,A201,1,127.16666666666667,Over_40,0,0,1,<0,1,0,0,0,critical_or_other,0,0,0,0,1,car_used,0,1,0,0,0,0,0,0,0,0,0,<100,1,0,0,0,0,>=7yr,0,0,0,0,1,m_single,0,0,1,0,0,none,1,0,0,4,unknown,0,0,0,1,none,0,0,1,free,0,0,1,2,management,0,0,0,1,1,none,1,0,yes,1,0
A11,42,A32,A43,3965,A61,A72,4,A93,A101,3,A123,34,A143,A152,1,A173,1,A191,A201,2,94.4047619047619,25_to_40,0,1,0,<0,1,0,0,0,existing_paid_duly,0,0,1,0,0,radio_tv,0,0,0,1,0,0,0,0,0,0,0,<100,1,0,0,0,0,<1yr,0,1,0,0,0,m_single,0,0,1,0,0,none,1,0,0,3,car_other,0,0,1,0,none,0,0,1,own,0,1,0,1,skilled,0,0,1,0,1,none,1,0,yes,1,0
A12,11,A33,A43,4771,A61,A74,2,A93,A101,4,A122,51,A143,A152,1,A173,1,A191,A201,1,433.72727272727275,Over_40,0,0,1,0-200,0,1,0,0,past_delay,0,0,0,1,0,radio_tv,0,0,0,1,0,0,0,0,0,0,0,<100,1,0,0,0,0,4-7yr,0,0,0,1,0,m_single,0,0,1,0,0,none,1,0,0,4,savings_ins,0,1,0,0,none,0,0,1,own,0,1,0,1,skilled,0,0,1,0,1,none,1,0,yes,1,0
A14,54,A30,A41,9436,A65,A73,2,A93,A101,2,A122,39,A143,A152,1,A172,2,A191,A201,1,174.74074074074073,25_to_40,0,1,0,no_account,0,0,0,1,no_credits,1,0,0,0,0,car_used,0,1,0,0,0,0,0,0,0,0,0,unknown,0,0,0,0,1,1-4yr,0,0,1,0,0,m_single,0,0,1,0,0,none,1,0,0,2,savings_ins,0,1,0,0,none,0,0,1,own,0,1,0,1,unskilled_res,0,1,0,0,2,none,1,0,yes,1,0
A12,30,A32,A42,3832,A61,A72,2,A94,A101,1,A122,22,A143,A152,1,A173,1,A191,A201,1,127.73333333333333,Under_25,1,0,0,0-200,0,1,0,0,existing_paid_duly,0,0,1,0,0,furniture,0,0,1,0,0,0,0,0,0,0,0,<100,1,0,0,0,0,<1yr,0,1,0,0,0,m_mar_wid,0,0,0,1,0,none,1,0,0,1,savings_ins,0,1,0,0,none,0,0,1,own,0,1,0,1,skilled,0,0,1,0,1,none,1,0,yes,1,0
A14,24,A32,A43,5943,A65,A72,1,A92,A101,1,A123,44,A143,A152,2,A173,1,A192,A201,2,247.625,Over_40,0,0,1,no_account,0,0,0,1,existing_paid_duly,0,0,1,0,0,radio_tv,0,0,0,1,0,0,0,0,0,0,0,unknown,0,0,0,0,1,<1yr,0,1,0,0,0,f_div_sep_mar,0,1,0,0,0,none,1,0,0,1,car_other,0,0,1,0,none,0,0,1,own,0,1,0,2,skilled,0,0,1,0,1,yes_registered,0,1,yes,1,0
A14,15,A32,A43,1213,A63,A75,4,A93,A101,3,A122,47,A142,A152,1,A173,1,A192,A201,1,80.86666666666666,Over_40,0,0,1,no_account,0,0,0,1,existing_paid_duly,0,0,1,0,0,radio_tv,0,0,0,1,0,0,0,0,0,0,0,500-1000,0,0,1,0,0,>=7yr,0,0,0,0,1,m_single,0,0,1,0,0,none,1,0,0,3,savings_ins,0,1,0,0,stores,0,1,0,own,0,1,0,1,skilled,0,0,1,0,1,yes_registered,0,1,yes,1,0
A14,18,A32,A49,1568,A62,A73,3,A92,A101,4,A122,24,A143,A151,1,A172,1,A191,A201,1,87.11111111111111,Under_25,1,0,0,no_account,0,0,0,1,existing_paid_duly,0,0,1,0,0,business,0,0,0,0,0,0,0,0,0,1,0,100-500,0,1,0,0,0,1-4yr,0,0,1,0,0,f_div_sep_mar,0,1,0,0,0,none,1,0,0,4,savings_ins,0,1,0,0,none,0,0,1,rent,1,0,0,1,unskilled_res,0,1,0,0,1,none,1,0,yes,1,0
A11,24,A32,A410,1755,A61,A75,4,A92,A103,4,A121,58,A143,A152,1,A172,1,A192,A201,1,73.125,Over_40,0,0,1,<0,1,0,0,0,existing_paid_duly,0,0,1,0,0,others,0,0,0,0,0,0,0,0,0,0,1,<100,1,0,0,0,0,>=7yr,0,0,0,0,1,f_div_sep_mar,0,1,0,0,0,guarantor,0,0,1,4,real_estate,1,0,0,0,none,0,0,1,own,0,1,0,1,unskilled_res,0,1,0,0,1,yes_registered,0,1,yes,1,0
A11,10,A32,A43,2315,A61,A75,3,A93,A101,4,A121,52,A143,A152,1,A172,1,A191,A201,1,231.5,Over_40,0,0,1,<0,1,0,0,0,existing_paid_duly,0,0,1,0,0,radio_tv,0,0,0,1,0,0,0,0,0,0,0,<100,1,0,0,0,0,>=7yr,0,0,0,0,1,m_single,0,0,1,0,0,none,1,0,0,4,real_estate,1,0,0,0,none,0,0,1,own,0,1,0,1,unskilled_res,0,1,0,0,1,none,1,0,yes,1,0
A14,12,A34,A49,1412,A61,A73,4,A92,A103,2,A121,29,A143,A152,2,A174,1,A192,A201,1,117.66666666666667,25_to_40,0,1,0,no_account,0,0,0,1,critical_or_other,0,0,0,0,1,business,0,0,0,0,0,0,0,0,0,1,0,<100,1,0,0,0,0,1-4yr,0,0,1,0,0,f_div_sep_mar,0,1,0,0,0,guarantor,0,0,1,2,real_estate,1,0,0,0,none,0,0,1,own,0,1,0,2,management,0,0,0,1,1,yes_registered,0,1,yes,1,0
A12,18,A34,A42,1295,A61,A72,4,A92,A101,1,A122,27,A143,A152,2,A173,1,A191,A201,1,71.94444444444444,25_to_40,0,1,0,0-200,0,1,0,0,critical_or_other,0,0,0,0,1,furniture,0,0,1,0,0,0,0,0,0,0,0,<100,1,0,0,0,0,<1yr,0,1,0,0,0,f_div_sep_mar,0,1,0,0,0,none,1,0,0,1,savings_ins,0,1,0,0,none,0,0,1,own,0,1,0,2,skilled,0,0,1,0,1,none,1,0,yes,1,0
A12,36,A32,A46,12612,A62,A73,1,A93,A101,4,A124,47,A143,A153,1,A173,2,A192,A201,2,350.3333333333333,Over_40,0,0,1,0-200,0,1,0,0,existing_paid_duly,0,0,1,0,0,education,0,0,0,0,0,0,1,0,0,0,0,100-500,0,1,0,0,0,1-4yr,0,0,1,0,0,m_single,0,0,1,0,0,none,1,0,0,4,unknown,0,0,0,1,none,0,0,1,free,0,0,1,1,skilled,0,0,1,0,2,yes_registered,0,1,yes,1,0
A11,18,A32,A40,2249,A62,A74,4,A93,A101,3,A123,30,A143,A152,1,A174,2,A192,A201,1,124.94444444444444,25_to_40,0,1,0,<0,1,0,0,0,existing_paid_duly,0,0,1,0,0,car_new,1,0,0,0,0,0,0,0,0,0,0,100-500,0,1,0,0,0,4-7yr,0,0,0,1,0,m_single,0,0,1,0,0,none,1,0,0,3,car_other,0,0,1,0,none,0,0,1,own,0,1,0,1,management,0,0,0,1,2,yes_registered,0,1,yes,1,0
A11,12,A30,A45,1108,A61,A74,4,A93,A101,3,A121,28,A143,A152,2,A173,1,A191,A201,2,92.33333333333333,25_to_40,0,1,0,<0,1,0,0,0,no_credits,1,0,0,0,0,repairs,0,0,0,0,0,1,0,0,0,0,0,<100,1,0,0,0,0,4-7yr,0,0,0,1,0,m_single,0,0,1,0,0,none,1,0,0,3,real_estate,1,0,0,0,none,0,0,1,own,0,1,0,2,skilled,0,0,1,0,1,none,1,0,yes,1,0
A14,12,A34,A43,618,A61,A75,4,A93,A101,4,A121,56,A143,A152,1,A173,1,A191,A201,1,51.5,Over_40,0,0,1,no_account,0,0,0,1,critical_or_other,0,0,0,0,1,radio_tv,0,0,0,1,0,0,0,0,0,0,0,<100,1,0,0,0,0,>=7yr,0,0,0,0,1,m_single,0,0,1,0,0,none,1,0,0,4,real_estate,1,0,0,0,none,0,0,1,own,0,1,0,1,skilled,0,0,1,0,1,none,1,0,yes,1,0
A11,12,A34,A41,1409,A61,A75,4,A93,A101,3,A121,54,A143,A152,1,A173,1,A191,A201,1,117.41666666666667,Over_40,0,0,1,<0,1,0,0,0,critical_or_other,0,0,0,0,1,car_used,0,1,0,0,0,0,0,0,0,0,0,<100,1,0,0,0,0,>=7yr,0,0,0,0,1,m_single,0,0,1,0,0,none,1,0,0,3,real_estate,1,0,0,0,none,0,0,1,own,0,1,0,1,skilled,0,0,1,0,1,none,1,0,yes,1,0
A14,12,A34,A43,797,A65,A75,4,A92,A101,3,A122,33,A141,A152,1,A172,2,A191,A201,2,66.41666666666667,25_to_40,0,1,0,no_account,0,0,0,1,critical_or_other,0,0,0,0,1,radio_tv,0,0,0,1,0,0,0,0,0,0,0,unknown,0,0,0,0,1,>=7yr,0,0,0,0,1,f_div_sep_mar,0,1,0,0,0,none,1,0,0,3,savings_ins,0,1,0,0,bank,1,0,0,own,0,1,0,1,unskilled_res,0,1,0,0,2,none,1,0,yes,1,0
A13,24,A34,A42,3617,A65,A75,4,A93,A102,4,A124,20,A143,A151,2,A173,1,A191,A201,1,150.70833333333334,Under_25,1,0,0,>=200_or_salary,0,0,1,0,critical_or_other,0,0,0,0,1,furniture,0,0,1,0,0,0,0,0,0,0,0,unknown,0,0,0,0,1,>=7yr,0,0,0,0,1,m_single,0,0,1,0,0,coapplicant,0,1,0,4,unknown,0,0,0,1,none,0,0,1,rent,1,0,0,2,skilled,0,0,1,0,1,none,1,0,yes,1,0
A12,12,A32,A40,1318,A64,A75,4,A93,A101,4,A121,54,A143,A152,1,A173,1,A192,A201,1,109.83333333333333,Over_40,0,0,1,0-200,0,1,0,0,existing_paid_duly,0,0,1,0,0,car_new,1,0,0,0,0,0,0,0,0,0,0,>=1000,0,0,0,1,0,>=7yr,0,0,0,0,1,m_single,0,0,1,0,0,none,1,0,0,4,real_estate,1,0,0,0,none,0,0,1,own,0,1,0,1,skilled,0,0,1,0,1,yes_registered,0,1,yes,1,0
A12,54,A30,A49,15945,A61,A72,3,A93,A101,4,A124,58,A143,A151,1,A173,1,A192,A201,2,295.27777777777777,Over_40,0,0,1,0-200,0,1,0,0,no_credits,1,0,0,0,0,business,0,0,0,0,0,0,0,0,0,1,0,<100,1,0,0,0,0,<1yr,0,1,0,0,0,m_single,0,0,1,0,0,none,1,0,0,4,unknown,0,0,0,1,none,0,0,1,rent,1,0,0,1,skilled,0,0,1,0,1,yes_registered,0,1,yes,1,0
A14,12,A34,A46,2012,A65,A74,4,A92,A101,2,A123,61,A143,A152,1,A173,1,A191,A201,1,167.66666666666666,Over_40,0,0,1,no_account,0,0,0,1,critical_or_other,0,0,0,0,1,education,0,0,0,0,0,0,1,0,0,0,0,unknown,0,0,0,0,1,4-7yr,0,0,0,1,0,f_div_sep_mar,0,1,0,0,0,none,1,0,0,2,car_other,0,0,1,0,none,0,0,1,own,0,1,0,1,skilled,0,0,1,0,1,none,1,0,yes,1,0
A12,18,A32,A49,2622,A62,A73,4,A93,A101,4,A123,34,A143,A152,1,A173,1,A191,A201,1,145.66666666666666,25_to_40,0,1,0,0-200,0,1,0,0,existing_paid_duly,0,0,1,0,0,business,0,0,0,0,0,0,0,0,0,1,0,100-500,0,1,0,0,0,1-4yr,0,0,1,0,0,m_single,0,0,1,0,0,none,1,0,0,4,car_other,0,0,1,0,none,0,0,1,own,0,1,0,1,skilled,0,0,1,0,1,none,1,0,yes,1,0
A12,36,A34,A43,2337,A61,A75,4,A93,A101,4,A121,36,A143,A152,1,A173,1,A191,A201,1,64.91666666666667,25_to_40,0,1,0,0-200,0,1,0,0,critical_or_other,0,0,0,0,1,radio_tv,0,0,0,1,0,0,0,0,0,0,0,<100,1,0,0,0,0,>=7yr,0,0,0,0,1,m_single,0,0,1,0,0,none,1,0,0,4,real_estate,1,0,0,0,none,0,0,1,own,0,1,0,1,skilled,0,0,1,0,1,none,1,0,yes,1,0
A12,20,A33,A41,7057,A65,A74,3,A93,A101,4,A122,36,A141,A151,2,A174,2,A192,A201,1,352.85,25_to_40,0,1,0,0-200,0,1,0,0,past_delay,0,0,0,1,0,car_used,0,1,0,0,0,0,0,0,0,0,0,unknown,0,0,0,0,1,4-7yr,0,0,0,1,0,m_single,0,0,1,0,0,none,1,0,0,4,savings_ins,0,1,0,0,bank,1,0,0,rent,1,0,0,2,management,0,0,0,1,2,yes_registered,0,1,yes,1,0
A14,24,A32,A40,1469,A62,A75,4,A94,A101,4,A121,41,A143,A151,1,A172,1,A191,A201,1,61.208333333333336,Over_40,0,0,1,no_account,0,0,0,1,existing_paid_duly,0,0,1,0,0,car_new,1,0,0,0,0,0,0,0,0,0,0,100-500,0,1,0,0,0,>=7yr,0,0,0,0,1,m_mar_wid,0,0,0,1,0,none,1,0,0,4,real_estate,1,0,0,0,none,0,0,1,rent,1,0,0,1,unskilled_res,0,1,0,0,1,none,1,0,yes,1,0
A12,36,A32,A43,2323,A61,A74,4,A93,A101,4,A123,24,A143,A151,1,A173,1,A191,A201,1,64.52777777777777,Under_25,1,0,0,0-200,0,1,0,0,existing_paid_duly,0,0,1,0,0,radio_tv,0,0,0,1,0,0,0,0,0,0,0,<100,1,0,0,0,0,4-7yr,0,0,0,1,0,m_single,0,0,1,0,0,none,1,0,0,4,car_other,0,0,1,0,none,0,0,1,rent,1,0,0,1,skilled,0,0,1,0,1,none,1,0,yes,1,0
A14,6,A33,A43,932,A61,A73,3,A92,A101,2,A121,24,A143,A152,1,A173,1,A191,A201,1,155.33333333333334,Under_25,1,0,0,no_account,0,0,0,1,past_delay,0,0,0,1,0,radio_tv,0,0,0,1,0,0,0,0,0,0,0,<100,1,0,0,0,0,1-4yr,0,0,1,0,0,f_div_sep_mar,0,1,0,0,0,none,1,0,0,2,real_estate,1,0,0,0,none,0,0,1,own,0,1,0,1,skilled,0,0,1,0,1,none,1,0,yes,1,0
